LO-ID,Subject,S-ID,Topic,T-ID,Start Learning Objective,Learning Objective Verb,Content Learning Objective ,"Level
(Bloom)",BA,MA,ECR,DS,FK,CK,PK,MK,Complete Learning Objective
05_011_1034,Law and ethics,05,Good scientific practice,05_011,Learners are able to,discuss,the relevance of transparency and traceability for scientific research.,4,,,x,x,x,x,,x,Learners are able to discuss the relevance of transparency and traceability for scientific research.
05_011_1035,Law and ethics,05,Good scientific practice,05_011,Learners are able to,explain,the relevance of communication and cooperation for scientific research.,2,,,x,x,x,x,,,Learners are able to explain the relevance of communication and cooperation for scientific research.
05_011_1036,Law and ethics,05,Good scientific practice,05_011,Learners are able to,discuss,the relevance of communication and cooperation for scientific research.,4,,,x,x,x,x,,x,Learners are able to discuss the relevance of communication and cooperation for scientific research.
05_011_1037,Law and ethics,05,Good scientific practice,05_011,Learners are able to,discuss,the handling of conflicts of interests and the their influence on research results.,4,,,x,x,x,x,,x,Learners are able to discuss the handling of conflicts of interests and the their influence on research results.
05_011_1038,Law and ethics,05,Good scientific practice,05_011,Learners are able to,name,possible violations of good scientific practices.,1,x,x,x,x,x,,,,Learners are able to name possible violations of good scientific practices.
05_011_1039,Law and ethics,05,Good scientific practice,05_011,Learners are able to,explain,possible violations of good scientific practices.,2,x,x,x,x,x,x,,,Learners are able to explain possible violations of good scientific practices.
05_011_1040,Law and ethics,05,Good scientific practice,05_011,Learners are able to,discuss,possible violations of good scientific practices.,4,x,x,x,x,x,x,,x,Learners are able to discuss possible violations of good scientific practices.
05_011_1041,Law and ethics,05,Good scientific practice,05_011,Learners are able to,name,possible consequences of scientific misconduct.,1,x,x,x,x,x,,,,Learners are able to name possible consequences of scientific misconduct.
05_011_1042,Law and ethics,05,Good scientific practice,05_011,Learners are able to,explain,possible consequences of scientific misconduct.,2,x,x,x,x,x,x,,,Learners are able to explain possible consequences of scientific misconduct.
05_011_1043,Law and ethics,05,Good scientific practice,05_011,Learners are able to,discuss,possible consequences of scientific misconduct.,4,x,x,x,x,x,x,,x,Learners are able to discuss possible consequences of scientific misconduct.
05_011_1044,Law and ethics,05,Good scientific practice,05_011,Learners are able to,explain,permitted authorship for publications.,2,,x,x,x,x,x,,,Learners are able to explain permitted authorship for publications.
05_011_1045,Law and ethics,05,Good scientific practice,05_011,Learners are able to,apply,permitted authorship for publications.,3,,,x,x,x,x,x,,Learners are able to apply permitted authorship for publications.
05_011_1046,Law and ethics,05,Good scientific practice,05_011,Learners are able to,name,reporting centres for whistleblowers.,1,,x,x,x,x,,,,Learners are able to name reporting centres for whistleblowers.
05_011_1047,Law and ethics,05,Good scientific practice,05_011,Learners are able to,explain,the legal conditions for whistleblowing.,2,,,x,x,x,x,,,Learners are able to explain the legal conditions for whistleblowing.
05_011_1048,Law and ethics,05,Good scientific practice,05_011,Learners are able to,name,the tasks of the ombudspersons.,1,x,x,x,x,x,,,,Learners are able to name the tasks of the ombudspersons.
05_011_1049,Law and ethics,05,Good scientific practice,05_011,Learners are able to,explain,the tasks of the ombudspersons.,2,,x,x,x,x,x,,,Learners are able to explain the tasks of the ombudspersons.
05_011_1050,Law and ethics,05,Good scientific practice,05_011,Learners are able to,design,didactic scenarios on the topic of good scientific practices (GSP).,6,,,,x,x,x,x,x,Learners are able to design didactic scenarios on the topic of good scientific practices (GSP).
05_011_1051,Law and ethics,05,Good scientific practice,05_011,Learners are able to,carry out,didactic scenarios on the topic of good scientific practices (GSP).,3,,,,x,x,x,x,,Learners are able to carry out didactic scenarios on the topic of good scientific practices (GSP).
05_011_1052,Law and ethics,05,Good scientific practice,05_011,Learners are able to,design,didactic scenarios on the topic of good scientific practices (GSP).,6,,,,x,x,x,x,x,Learners are able to design didactic scenarios on the topic of good scientific practices (GSP).
05_011_1053,Law and ethics,05,Good scientific practice,05_011,Learners are able to,carry out,consultancy on good scientific practices. ,3,,,,x,x,x,x,,Learners are able to carry out consultancy on good scientific practices. 
05_012_1054,Law and ethics,05,CARE principles,05_012,Learners are able to,name,the CARE principles.,1,x,x,x,x,x,,,,Learners are able to name the CARE principles.
05_012_1055,Law and ethics,05,CARE principles,05_012,Learners are able to,explain,the CARE principles.,2,,x,x,x,x,x,,,Learners are able to explain the CARE principles.
05_012_1056,Law and ethics,05,CARE principles,05_012,Learners are able to,explain,the relevance of the CARE principles in the context of data management and data usage.,2,,,x,x,x,x,,,Learners are able to explain the relevance of the CARE principles in the context of data management and data usage.
05_012_1057,Law and ethics,05,CARE principles,05_012,Learners are able to,explain,the areas of application of the CARE principles in different scientific and social contexts.,2,,,x,x,x,x,,,Learners are able to explain the areas of application of the CARE principles in different scientific and social contexts.
05_012_1058,Law and ethics,05,CARE principles,05_012,Learners are able to,explain,the reasons for the development of the CARE principles.,2,,x,x,x,x,x,,,Learners are able to explain the reasons for the development of the CARE principles.
05_012_1059,Law and ethics,05,CARE principles,05_012,Learners are able to,evaluate,the degree of compliance with the CARE principles in research work.,5,,,x,x,x,x,x,x,Learners are able to evaluate the degree of compliance with the CARE principles in research work.
05_012_1060,Law and ethics,05,CARE principles,05_012,Learners are able to,develop,strategies for the implementation of the CARE principles in research projects.,6,,,x,x,x,x,x,x,Learners are able to develop strategies for the implementation of the CARE principles in research projects.
05_012_1061,Law and ethics,05,CARE principles,05_012,Learners are able to,apply,the CARE principles under guidance.,3,,x,x,x,x,x,x,,Learners are able to apply the CARE principles under guidance.
05_012_1062,Law and ethics,05,CARE principles,05_012,Learners are able to,apply,the CARE principles under independently.,3,,,x,x,x,x,x,,Learners are able to apply the CARE principles under independently.
05_012_1063,Law and ethics,05,CARE principles,05_012,Learners are able to,explain,the relationship between the FAIR principles and the CARE principles.,2,,,x,x,x,x,,,Learners are able to explain the relationship between the FAIR principles and the CARE principles.
05_012_1064,Law and ethics,05,CARE principles,05_012,Learners are able to,develop,communication strategies for the placement of the relevance of the CARE principles.,6,,,,x,x,x,x,x,Learners are able to develop communication strategies for the placement of the relevance of the CARE principles.
05_012_1065,Law and ethics,05,CARE principles,05_012,Learners are able to,explain,the responsibility for preservation in data management of the rights and interests of marginalised groups.,2,,,x,x,x,x,,,Learners are able to explain the responsibility for preservation in data management of the rights and interests of marginalised groups.
05_012_1066,Law and ethics,05,CARE principles,05_012,Learners are able to,evaluate,the own responsibility for preservation in data management of the rights and interests of marginalised groups.,5,,,x,x,x,x,x,x,Learners are able to evaluate the own responsibility for preservation in data management of the rights and interests of marginalised groups.
05_012_1067,Law and ethics,05,CARE principles,05_012,Learners are able to,design,didactic scenarios on the CARE principles.,6,,,,x,x,x,x,x,Learners are able to design didactic scenarios on the CARE principles.
05_012_1068,Law and ethics,05,CARE principles,05_012,Learners are able to,carry out,didactic scenarios on the CARE principles.,3,,,x,x,x,x,x,,Learners are able to carry out didactic scenarios on the CARE principles.
05_012_1069,Law and ethics,05,CARE principles,05_012,Learners are able to,design,consultancy scenarios on the CARE principles.,6,,,x,x,x,x,x,x,Learners are able to design consultancy scenarios on the CARE principles.
05_012_1070,Law and ethics,05,CARE principles,05_012,Learners are able to,carry out,consultancy on the CARE principles.,3,,,x,x,x,x,x,,Learners are able to carry out consultancy on the CARE principles.
