LZ-ID;Themencluster;Cl-ID;Thema;Th-ID;Lernziel Start;Lernziele Inhalt;Lernziel Verb;Stufe (Bloom);BA;MA;ECR;DS;SK;MK;SeK;SoK;Lernziel komplett;;
05_013_1084;Recht und Ethik;05;Ethik;05_013;Lernende können;didaktische Szenarien zu ethischen Aspekten im Umgang mit Daten;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zu ethischen Aspekten im Umgang mit Daten konzipieren.;;
05_013_1085;Recht und Ethik;05;Ethik;05_013;Lernende können;didaktische Szenarien zu ethischen Aspekten im Umgang mit Daten;durchführen.;3;;;;x;x;x;x;x;Lernende können didaktische Szenarien zu ethischen Aspekten im Umgang mit Daten durchführen.;;
05_014_1086;Recht und Ethik;05;Ethikkommission;05_014;Lernende können;die grundlegenden Aufgaben von Ethikkommissionen;benennen.;1;x;x;x;x;x;;;;Lernende können die grundlegenden Aufgaben von Ethikkommissionen benennen.;;
05_014_1087;Recht und Ethik;05;Ethikkommission;05_014;Lernende können;die grundlegenden Aufgaben von Ethikkommissionen;erläutern.;2;;x;x;x;x;;;;Lernende können die grundlegenden Aufgaben von Ethikkommissionen erläutern.;;
05_014_1088;Recht und Ethik;05;Ethikkommission;05_014;Lernende können;die regulatorischen Rahmenbedingungen und Gesetze nach denen Ethikkommissionen arbeiten;benennen.;1;;;x;x;x;;;;Lernende können die regulatorischen Rahmenbedingungen und Gesetze nach denen Ethikkommissionen arbeiten benennen.;;
05_014_1089;Recht und Ethik;05;Ethikkommission;05_014;Lernende können;die regulatorischen Rahmenbedingungen und Gesetze nach denen Ethikkommissionen arbeiten;erläutern.;2;;;x;x;x;;;;Lernende können die regulatorischen Rahmenbedingungen und Gesetze nach denen Ethikkommissionen arbeiten erläutern.;;
05_014_1090;Recht und Ethik;05;Ethikkommission;05_014;Lernende können;die Funktion einer Ethikkommission;erläutern.;2;;x;x;x;x;;;;Lernende können die Funktion einer Ethikkommission erläutern.;;
05_014_1091;Recht und Ethik;05;Ethikkommission;05_014;Lernende können;die Notwendigkeit, wann eine Ethikkommission kontaktiert werden muss,;erläutern.;2;;x;x;x;x;;;;Lernende können die Notwendigkeit, wann eine Ethikkommission kontaktiert werden muss, erläutern.;;
05_014_1092;Recht und Ethik;05;Ethikkommission;05_014;Lernende können;Verfahren zur Einreichung von Forschungsprojekten bei einer Ethikkommission;erläutern.;2;;;x;x;x;;;;Lernende können Verfahren zur Einreichung von Forschungsprojekten bei einer Ethikkommission erläutern.;;
05_014_1093;Recht und Ethik;05;Ethikkommission;05_014;Lernende können;Verfahren zur Einreichung von Forschungsprojekten bei einer Ethikkommission;anwenden.;3;;;x;x;x;x;;;Lernende können Verfahren zur Einreichung von Forschungsprojekten bei einer Ethikkommission anwenden.;;
05_014_1094;Recht und Ethik;05;Ethikkommission;05_014;Lernende können;Kriterien für Bewertungen von Forschungsprojekten durch Ethikkommissionen;erläutern.;2;;;x;x;x;;;;Lernende können Kriterien für Bewertungen von Forschungsprojekten durch Ethikkommissionen erläutern.;;
05_014_1095;Recht und Ethik;05;Ethikkommission;05_014;Lernende können;didaktische Szenarien zum Thema Ethikkommission;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zum Thema Ethikkommission konzipieren.;;
05_014_1096;Recht und Ethik;05;Ethikkommission;05_014;Lernende können;didaktische Szenarien zum Thema Ethikkommission;durchführen.;3;;;;x;x;x;x;x;Lernende können didaktische Szenarien zum Thema Ethikkommission durchführen.;;
05_015_1097;Recht und Ethik;05;Sektorspezifische Ethik;05_015;Lernende können;in ihrer Disziplin relevante sektorspezifische ethische Aspekte;benennen.;1;;x;x;x;x;;;;Lernende können in ihrer Disziplin relevante sektorspezifische ethische Aspekte benennen.;;
05_015_1098;Recht und Ethik;05;Sektorspezifische Ethik;05_015;Lernende können;in ihrer Disziplin relevante sektorspezifische ethische Aspekte;erläutern.;2;;;x;x;x;;;;Lernende können in ihrer Disziplin relevante sektorspezifische ethische Aspekte erläutern.;;
05_015_1099;Recht und Ethik;05;Sektorspezifische Ethik;05_015;Lernende können;in ihrer Disziplin relevante sektorspezifische ethische Aspekte;anwenden.;3;;;x;x;x;x;;;Lernende können in ihrer Disziplin relevante sektorspezifische ethische Aspekte anwenden.;;
05_015_1100;Recht und Ethik;05;Sektorspezifische Ethik;05_015;Lernende können;in ihrer Disziplin relevante sektorspezifische ethische Aspekte;analysieren.;4;;;;x;x;x;;;Lernende können in ihrer Disziplin relevante sektorspezifische ethische Aspekte analysieren.;;
05_015_1101;Recht und Ethik;05;Sektorspezifische Ethik;05_015;Lernende können;in ihrer Disziplin relevante sektorspezifische ethische Aspekte;beurteilen.;5;;;;x;x;x;x;x;Lernende können in ihrer Disziplin relevante sektorspezifische ethische Aspekte beurteilen.;;
05_015_1102;Recht und Ethik;05;Sektorspezifische Ethik;05_015;Lernende können;didaktische Szenarien zu relevanten sektorspezifischen ethischen Aspekten in ihrer Disziplin;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zu relevanten sektorspezifischen ethischen Aspekten in ihrer Disziplin konzipieren.;;
05_015_1103;Recht und Ethik;05;Sektorspezifische Ethik;05_015;Lernende können;didaktische Szenarien zu relevanten sektorspezifischen ethischen Aspekten in ihrer Disziplin;durchführen.;3;;;;x;x;x;x;x;Lernende können didaktische Szenarien zu relevanten sektorspezifischen ethischen Aspekten in ihrer Disziplin durchführen.;;
05_015_1104;Recht und Ethik;05;Sektorspezifische Ethik;05_015;Lernende können;Informationsangebote zu relevanten sektorspezifischen ethischen Aspekten in ihrer Disziplin;konzipieren.;6;;;;x;x;x;;;Lernende können Informationsangebote zu relevanten sektorspezifischen ethischen Aspekten in ihrer Disziplin konzipieren.;;
06_001_1105;Metakompetenzen;06;Didaktik;06_001;Lernende können;Konzepte zum Lehr- und Lernprozess;benennen.;1;;;x;x;x;;;;Lernende können Konzepte zum Lehr- und Lernprozess benennen.;;
06_001_1106;Metakompetenzen;06;Didaktik;06_001;Lernende können;Konzepte zum Lehr- und Lernprozess;erläutern.;2;;;x;x;x;;;;Lernende können Konzepte zum Lehr- und Lernprozess erläutern.;;
06_001_1107;Metakompetenzen;06;Didaktik;06_001;Lernende können;Bedingungen für ein anregendes Lehren und Lernen;benennen.;1;;;x;x;x;;;;Lernende können Bedingungen für ein anregendes Lehren und Lernen benennen.;;
06_001_1108;Metakompetenzen;06;Didaktik;06_001;Lernende können;Bedingungen für ein anregendes Lehren und Lernen;erläutern.;2;;;x;x;x;;;;Lernende können Bedingungen für ein anregendes Lehren und Lernen erläutern.;;
06_001_1109;Metakompetenzen;06;Didaktik;06_001;Lernende können;organisatorische Aspekte eines didaktischen Szenarios;benennen.;1;;;x;x;x;;;;Lernende können organisatorische Aspekte eines didaktischen Szenarios benennen.;;
06_001_1110;Metakompetenzen;06;Didaktik;06_001;Lernende können;organisatorische Aspekte eines didaktischen Szenarios;erläutern.;2;;;x;x;x;;;;Lernende können organisatorische Aspekte eines didaktischen Szenarios erläutern.;;
06_001_1111;Metakompetenzen;06;Didaktik;06_001;Lernende können;Methoden zur Auswahl und Strukturierung von Lerninhalten;benennen.;1;;;x;x;x;;;;Lernende können Methoden zur Auswahl und Strukturierung von Lerninhalten benennen.;;
06_001_1112;Metakompetenzen;06;Didaktik;06_001;Lernende können;Methoden zur Auswahl und Strukturierung von Lerninhalten;erläutern.;2;;;x;x;x;;;;Lernende können Methoden zur Auswahl und Strukturierung von Lerninhalten erläutern.;;
06_001_1113;Metakompetenzen;06;Didaktik;06_001;Lernende können;Methoden zur Auswahl und Strukturierung von Lerninhalten;anwenden.;3;;;x;x;x;;;;Lernende können Methoden zur Auswahl und Strukturierung von Lerninhalten anwenden.;;
06_001_1114;Metakompetenzen;06;Didaktik;06_001;Lernende können;Regeln zur Formulierung überprüfbarer Lernziele;erläutern.;2;;;x;x;x;;;;Lernende können Regeln zur Formulierung überprüfbarer Lernziele erläutern.;;
06_001_1115;Metakompetenzen;06;Didaktik;06_001;Lernende können;Regeln zur Formulierung überprüfbarer Lernziele;anwenden.;3;;;x;x;x;x;;;Lernende können Regeln zur Formulierung überprüfbarer Lernziele anwenden.;;
06_001_1116;Metakompetenzen;06;Didaktik;06_001;Lernende können;didaktische Methoden und deren Ziele;benennen.;1;;;x;x;x;;;;Lernende können didaktische Methoden und deren Ziele benennen.;;
06_001_1117;Metakompetenzen;06;Didaktik;06_001;Lernende können;didaktische Methoden und deren Ziele;erläutern.;2;;;x;x;x;;;;Lernende können didaktische Methoden und deren Ziele erläutern.;;
06_001_1118;Metakompetenzen;06;Didaktik;06_001;Lernende können;didaktische Methoden;anwenden.;3;;;x;x;x;x;x;x;Lernende können didaktische Methoden anwenden.;;
06_001_1119;Metakompetenzen;06;Didaktik;06_001;Lernende können;didaktische Methoden;konzipieren.;6;;;x;x;x;x;;;Lernende können didaktische Methoden konzipieren.;;
06_001_1120;Metakompetenzen;06;Didaktik;06_001;Lernende können;den lernförderlichen Einsatz von Materialien und Werkzeugen im didaktischen Szenario;erläutern.;2;;;x;x;x;;;;Lernende können den lernförderlichen Einsatz von Materialien und Werkzeugen im didaktischen Szenario erläutern.;;
06_001_1121;Metakompetenzen;06;Didaktik;06_001;Lernende können;Materialien und Werkzeuge im didaktischen Szenario lernförderlich;anwenden.;3;;;x;x;x;x;x;x;Lernende können Materialien und Werkzeuge im didaktischen Szenario lernförderlich anwenden.;;
06_001_1122;Metakompetenzen;06;Didaktik;06_001;Lernende können;die Relevanz von Diversität und Inklusion in didaktischen Szenarien;erläutern.;2;;;x;x;x;;;;Lernende können die Relevanz von Diversität und Inklusion in didaktischen Szenarien erläutern.;;
06_001_1123;Metakompetenzen;06;Didaktik;06_001;Lernende können;Ansätze für diversitäts- und inklusionssensible Lehre in eigenen didaktischen Szenarien;anwenden.;3;;;x;x;x;x;x;x;Lernende können Ansätze für diversitäts- und inklusionssensible Lehre in eigenen didaktischen Szenarien anwenden.;;
06_001_1124;Metakompetenzen;06;Didaktik;06_001;Lernende können;die Bedeutung von Gruppendynamik in didaktischen Szenarien;erläutern.;2;;;x;x;x;;;;Lernende können die Bedeutung von Gruppendynamik in didaktischen Szenarien erläutern.;;
06_001_1125;Metakompetenzen;06;Didaktik;06_001;Lernende können;Ansätze zur Lenkung der Gruppendynamik in didaktischen Szenarien;anwenden.;3;;;x;x;x;x;;;Lernende können Ansätze zur Lenkung der Gruppendynamik in didaktischen Szenarien anwenden.;;
06_002_1126;Metakompetenzen;06;Evaluation;06_002;Lernende können;den Unterschied zwischen Evaluation und Feedback;erläutern.;2;;;x;x;x;;;;Lernende können den Unterschied zwischen Evaluation und Feedback erläutern.;;
06_002_1127;Metakompetenzen;06;Evaluation;06_002;Lernende können;Evaluationsmethoden;benennen.;1;;;x;x;x;;;;Lernende können Evaluationsmethoden benennen.;;
06_002_1128;Metakompetenzen;06;Evaluation;06_002;Lernende können;Evaluationsmethoden;erläutern.;2;;;x;x;x;;;;Lernende können Evaluationsmethoden erläutern.;;
06_002_1129;Metakompetenzen;06;Evaluation;06_002;Lernende können;Evaluationsmethoden;anwenden.;3;;;x;x;x;x;;;Lernende können Evaluationsmethoden anwenden.;;
06_002_1130;Metakompetenzen;06;Evaluation;06_002;Lernende können;die Ergebnisse einer Evaluation;analysieren.;4;;;x;x;x;x;x;x;Lernende können die Ergebnisse einer Evaluation analysieren.;;
06_002_1131;Metakompetenzen;06;Evaluation;06_002;Lernende können;die Ergebnisse einer Evaluation;bewerten.;5;;;x;x;x;x;x;x;Lernende können die Ergebnisse einer Evaluation bewerten.;;
06_002_1132;Metakompetenzen;06;Evaluation;06_002;Lernende können;aus einem Evaluationsprozess Verbesserungsvorschläge für zukünftige Vorhaben;entwickeln.;6;;;x;x;x;x;;;Lernende können aus einem Evaluationsprozess Verbesserungsvorschläge für zukünftige Vorhaben entwickeln.;;
06_003_1133;Metakompetenzen;06;Feedback;06_003;Lernende können;den Unterschied zwischen Feedback und Evaluation;erläutern.;2;;;x;x;x;;;;Lernende können den Unterschied zwischen Feedback und Evaluation erläutern.;;
06_003_1134;Metakompetenzen;06;Feedback;06_003;Lernende können;Feedbackmethoden;benennen.;1;;;x;x;x;;;;Lernende können Feedbackmethoden benennen.;;
06_003_1135;Metakompetenzen;06;Feedback;06_003;Lernende können;Feedbackmethoden;erläutern.;2;;;x;x;x;;;;Lernende können Feedbackmethoden erläutern.;;
06_003_1136;Metakompetenzen;06;Feedback;06_003;Lernende können;Feedbackmethoden;anwenden.;3;;;x;x;x;x;x;x;Lernende können Feedbackmethoden anwenden.;;
06_003_1137;Metakompetenzen;06;Feedback;06_003;Lernende können;Feedbackprozesse;analysieren.;4;;;x;x;x;x;;;Lernende können Feedbackprozesse analysieren.;;
06_003_1138;Metakompetenzen;06;Feedback;06_003;Lernende können;Feedbackprozesse;bewerten.;5;;;x;x;x;x;x;x;Lernende können Feedbackprozesse bewerten.;;
06_003_1139;Metakompetenzen;06;Feedback;06_003;Lernende können;aus einem Feedbackprozess Verbesserungsvorschläge;entwickeln.;6;;;x;x;x;x;x;x;Lernende können aus einem Feedbackprozess Verbesserungsvorschläge entwickeln.;;
06_004_1140;Metakompetenzen;06;Beratung;06_004;Lernende können;Konzepte der Beratung;benennen.;1;;;;x;x;;;;Lernende können Konzepte der Beratung benennen.;;
06_004_1141;Metakompetenzen;06;Beratung;06_004;Lernende können;Konzepte der Beratung;erläutern.;2;;;;x;x;;;;Lernende können Konzepte der Beratung erläutern.;;
06_004_1142;Metakompetenzen;06;Beratung;06_004;Lernende können;Methoden der Beratung;benennen.;1;;;;x;x;;;;Lernende können Methoden der Beratung benennen.;;
06_004_1143;Metakompetenzen;06;Beratung;06_004;Lernende können;Methoden der Beratung;erläutern.;2;;;;x;x;;;;Lernende können Methoden der Beratung erläutern.;;
06_004_1144;Metakompetenzen;06;Beratung;06_004;Lernende können;unterschiedliche Beratungsmethoden in passenden Kontexten;anwenden.;3;;;;x;x;x;;x;Lernende können unterschiedliche Beratungsmethoden in passenden Kontexten anwenden.;;
06_004_1145;Metakompetenzen;06;Beratung;06_004;Lernende können;Grundlagen der Gesprächsführung;erläutern.;2;;;;x;x;;;;Lernende können Grundlagen der Gesprächsführung erläutern.;;
06_004_1146;Metakompetenzen;06;Beratung;06_004;Lernende können;Grundlagen der Gesprächsführung;anwenden.;3;;;;x;x;x;;;Lernende können Grundlagen der Gesprächsführung anwenden.;;
06_004_1147;Metakompetenzen;06;Beratung;06_004;Lernende können;Zuhörtechniken;anwenden.;3;;;;x;x;x;;;Lernende können Zuhörtechniken anwenden.;;
06_004_1148;Metakompetenzen;06;Beratung;06_004;Lernende können;Fragetechniken;anwenden.;3;;;;x;x;x;;;Lernende können Fragetechniken anwenden.;;
06_004_1149;Metakompetenzen;06;Beratung;06_004;Lernende können;die ethischen Grundsätze und Vertraulichkeitsregeln in der Beratung;benennen.;1;;;;x;x;;;;Lernende können die ethischen Grundsätze und Vertraulichkeitsregeln in der Beratung benennen.;;
06_004_1150;Metakompetenzen;06;Beratung;06_004;Lernende können;die ethischen Grundsätze und Vertraulichkeitsregeln in der Beratung;erläutern.;2;;;;x;x;;;;Lernende können die ethischen Grundsätze und Vertraulichkeitsregeln in der Beratung erläutern.;;
06_004_1151;Metakompetenzen;06;Beratung;06_004;Lernende können;die ethischen Grundsätze und Vertraulichkeitsregeln in der Beratung;anwenden.;3;;;;x;x;x;x;x;Lernende können die ethischen Grundsätze und Vertraulichkeitsregeln in der Beratung anwenden.;;
06_004_1152;Metakompetenzen;06;Beratung;06_004;Lernende können;zielgruppen- und situationsgerecht eine FDM-bezogene Beratung;durchführen.;3;;;;x;x;x;x;x;Lernende können zielgruppen- und situationsgerecht eine FDM-bezogene Beratung durchführen.;;
06_004_1153;Metakompetenzen;06;Beratung;06_004;Lernende können;Beratungsbedarfe;analysieren.;4;;;;x;x;x;;;Lernende können Beratungsbedarfe analysieren.;;
06_004_1154;Metakompetenzen;06;Beratung;06_004;Lernende können;die Möglichkeiten der eigenen Beratungsleistung;beurteilen.;5;;;;x;x;x;x;;Lernende können die Möglichkeiten der eigenen Beratungsleistung beurteilen.;;
06_004_1155;Metakompetenzen;06;Beratung;06_004;Lernende können;den systematischen Ablauf eines Beratungssettings;konzipieren.;6;;;;x;x;x;;;Lernende können den systematischen Ablauf eines Beratungssettings konzipieren.;;
06_005_1156;Metakompetenzen;06;Moderation;06_005;Lernende können;Konzepte der Moderation;benennen.;1;;;x;x;x;;;;Lernende können Konzepte der Moderation benennen.;;
06_005_1157;Metakompetenzen;06;Moderation;06_005;Lernende können;Konzepte der Moderation;erläutern.;2;;;x;x;x;;;;Lernende können Konzepte der Moderation erläutern.;;
06_005_1158;Metakompetenzen;06;Moderation;06_005;Lernende können;Methoden der Moderation;benennen.;1;;;x;x;x;;;;Lernende können Methoden der Moderation benennen.;;
06_005_1159;Metakompetenzen;06;Moderation;06_005;Lernende können;Methoden der Moderation;erläutern.;2;;;x;x;x;;;;Lernende können Methoden der Moderation erläutern.;;
06_005_1160;Metakompetenzen;06;Moderation;06_005;Lernende können;Methoden der Moderation situationsgerecht;anwenden.;3;;;x;x;x;x;;x;Lernende können Methoden der Moderation situationsgerecht anwenden.;;
06_005_1161;Metakompetenzen;06;Moderation;06_005;Lernende können;im Sinne einer Zielorientierung Diskussionsrichtungen und Fokussetzungen in Gruppenprozessen;begründen.;5;;;x;x;x;x;;x;Lernende können im Sinne einer Zielorientierung Diskussionsrichtungen und Fokussetzungen in Gruppenprozessen begründen.;;
06_005_1162;Metakompetenzen;06;Moderation;06_005;Lernende können;den systematischen Ablauf von Moderationsprozessen;konzipieren.;6;;;x;x;x;x;;;Lernende können den systematischen Ablauf von Moderationsprozessen konzipieren.;;
06_006_1163;Metakompetenzen;06;Organisationsentwicklung;06_006;Lernende können;Konzepte der Organisationsentwicklung;benennen.;1;;;;x;x;;;;Lernende können Konzepte der Organisationsentwicklung benennen.;;
06_006_1164;Metakompetenzen;06;Organisationsentwicklung;06_006;Lernende können;Konzepte der Organisationsentwicklung;erläutern.;2;;;;x;x;;;;Lernende können Konzepte der Organisationsentwicklung erläutern.;;
